ticker,date,group,ema34_rising10,fresh,swing_pnl,day1_pnl
AARTIIND,2023-12-19,Common,10.0,False,4.253243601757473,
AARTIIND,2023-12-26,Common,10.0,False,-3.0416101311623533,
AARTIIND,2023-12-27,Common,10.0,False,-8.637914711016759,
AARTIIND,2023-12-29,Common,10.0,False,3.8067479603997034,
AARTIIND,2024-01-19,Common,9.0,False,1.6180921220126265,
AARTIIND,2024-02-12,Common,10.0,True,-4.262072427181584,
AARTIIND,2024-02-16,Common,10.0,False,-7.193841594338545,
AARTIIND,2024-04-29,Common,10.0,False,-18.87703141786059,
AARTIIND,2024-06-20,Delta,8.0,False,0.33881963543456184,
AARTIIND,2024-07-02,Common,10.0,False,-4.311219121537102,
AARTIIND,2025-01-21,Delta,5.0,True,1.500925834737532,
AARTIIND,2025-02-06,Delta,7.0,True,-20.15166727543659,
AARTIIND,2025-05-16,Common,10.0,False,0.2805926522434943,
AARTIIND,2025-05-19,Common,10.0,False,0.953170274384818,
AAVAS,2024-04-26,Common,10.0,False,-2.580112723170147,
AAVAS,2025-03-20,Common,10.0,False,3.166422446166739,
AAVAS,2025-03-24,Common,10.0,False,0.7744292336006042,
AAVAS,2025-03-26,Common,10.0,False,6.709031517074293,
AAVAS,2025-03-27,Common,10.0,False,5.29381876943078,
AAVAS,2025-04-01,Common,10.0,False,2.4001157551021723,
AAVAS,2025-04-02,Common,10.0,False,1.5199546282774534,
ABB,2022-05-31,Common,9.0,False,-7.32582498642863,0.9688181167740062
ABB,2022-06-01,Common,9.0,False,-10.659427692498802,-0.8200488642685966
ABB,2022-08-10,Common,10.0,True,2.097190144562533,-1.5332861941578124
ABB,2022-08-16,Common,10.0,False,6.849959017958462,1.5658583453347363
ABB,2022-08-17,Common,10.0,False,4.826982169081462,-1.3897825443565215
ABB,2022-08-24,Common,10.0,False,15.392372080716532,3.4012221685439936
ABB,2022-08-25,Common,10.0,False,9.607632208412365,1.4700631792755825
ABB,2022-08-26,Common,10.0,False,6.7034064451490405,-1.5633865956919735
ABB,2022-08-30,Common,10.0,False,-2.7025336214318907,0.5200707513574043
ABB,2022-09-01,Common,10.0,False,-4.423499316789603,3.051533746527446
ABB,2023-02-17,Common,10.0,True,1.5002852147944168,-2.2318299831643906
ABB,2023-03-01,Common,10.0,False,2.979097465302849,1.678242602815927
ABB,2023-03-02,Common,10.0,False,0.3117676789751389,-0.010445700856354101
ABB,2023-03-03,Common,10.0,False,-0.9518480789189709,-0.49602863160598254
ABB,2023-03-08,Common,10.0,False,0.2920593162244467,0.35859638347013334
ABB,2023-03-09,Common,10.0,False,-0.10375918521642324,-1.0551937489531205
ABB,2023-05-04,Delta,7.0,False,12.728027930123108,4.449019271458798
ABB,2023-05-05,Delta,8.0,False,7.103552575750016,1.2872964009893906
ABB,2023-05-08,Common,9.0,False,4.509889681475987,1.127441275180141
ABB,2023-05-10,Common,10.0,False,2.7376773595759296,-0.5861094285200541
ABB,2023-05-11,Common,10.0,False,3.7850207226661325,-0.19559962024101596
ABB,2023-05-12,Common,10.0,False,2.9630885417014197,1.1697992163293813
ABB,2023-05-26,Common,10.0,False,3.4633271003204014,0.956927348382064
ABB,2023-05-29,Common,10.0,False,2.3196916281727153,-0.10816364106210896
ABB,2023-05-31,Common,10.0,False,1.7364230603927666,1.2572785373429873
ABB,2023-06-13,Common,10.0,False,2.097099930823898,0.15056145187068992
ABB,2023-06-14,Common,10.0,False,1.3696600813494886,-0.26426174576894557
ABB,2023-06-19,Common,10.0,False,0.45325341131379204,-1.8080957470758774
ABB,2023-06-21,Common,10.0,False,-0.5020170843488825,-1.8553935307621172
ABB,2023-12-04,Common,10.0,False,6.329496919796318,3.9082347570657427
ABB,2023-12-05,Common,10.0,False,0.5776179460640574,3.1570739086969724
ABB,2023-12-15,Common,10.0,False,-3.1961541340541966,-1.545404078189594
ABB,2023-12-18,Common,10.0,False,-0.6822023345005923,-0.6499045175705542
ABB,2024-02-22,Delta,2.0,False,9.14554234452012,5.045477714660063
ABB,2024-02-23,Delta,3.0,False,2.81710355903968,-2.1580208190697725
ABB,2024-02-28,Delta,6.0,False,1.5482148710513455,-1.8165528900176309
ABB,2024-03-04,Common,9.0,False,6.9472504613773856,0.7211779718124145
ABB,2024-03-05,Common,10.0,False,4.813969031168086,-0.5853345804077592
ABB,2024-03-07,Common,10.0,False,3.8061424058683846,0.9123926640834279
ABB,2024-03-11,Common,10.0,False,2.515734558281646,0.49888678156182475
ABB,2024-03-22,Common,10.0,False,5.295162586730906,-1.3845634433260368
ABB,2024-03-27,Common,10.0,False,11.357274892755619,3.558247299370665
ABB,2024-03-28,Common,10.0,False,5.951742090542922,0.7662972481936814
ABB,2024-04-01,Common,10.0,False,3.822699887868919,0.6255860198383312
ABB,2024-04-04,Common,10.0,False,2.299737039657379,-1.2125358687548493
ABB,2024-04-05,Common,10.0,False,1.4632534787159646,0.21692462248608102
ABB,2024-04-08,Common,10.0,False,0.53343554943035,0.028007599627177804
ABB,2024-05-06,Common,10.0,True,5.316568849420067,2.2428358941668947
ABB,2024-05-08,Common,10.0,False,12.848400045228425,1.834577114427871
ABB,2024-05-13,Common,10.0,False,17.854890202458208,10.76509941288295
ABB,2024-05-16,Common,10.0,False,3.8810320238955365,0.8518341262976792
ABB,2024-05-21,Common,10.0,False,3.5098213223096364,1.4581257346882426
