group,fresh,swing_pnl,day1_pnl
Common,False,23.943275801782036,2.7764476891359857
Common,False,19.997760523357556,-0.13506084338872348
Common,False,17.861797781923737,-1.381978993919275
Common,False,19.262039511371153,3.143473532647967
Common,False,17.291041414082574,19.290420163819523
Common,False,2.666628783045022,2.8523326398647075
Common,False,-16.266385461124987,2.1962943320622097
Common,False,-2.46152791603087,-1.995710711888432
Delta,False,0.9310789898753447,2.331102881650393
Common,True,10.385996561731602,0.18871161434210748
Common,True,5.159818830111007,1.8719724992116493
Common,False,-0.26296868092062775,-0.10444301676265644
Common,True,-0.5812319522963905,-0.6198636661663759
Common,True,0.022565003001107087,4.015488162411773
Common,False,-6.440026023515655,2.026101377172118
Delta,True,-30.209734714816662,1.716518978667314
Delta,False,-5.491121176142721,7.367678971040492
Delta,False,-11.615507649661517,-8.354871628349036
Delta,True,0.9341387348332786,8.298433502780767
Delta,True,-3.632118912261295,-1.1415378063078352
Delta,True,-5.77504395531534,8.672324651253538
Common,False,-14.631158521296793,4.984927710285247
Delta,True,17.096991872653366,13.54370638740825
Delta,False,1.7433306624294431,-5.839320232323364
Delta,False,41.54491268806888,-0.40021462939860974
Delta,False,34.555262167703525,23.915893505445762
Common,False,6.954146304575937,3.598536765192417
Common,False,3.4807579748317385,-2.137597820582282
Common,False,-4.680581124331084,2.4192406337423478
Common,True,11.16133895255864,7.127219649520278
Common,False,-8.228475403835244,-1.0517035077775572
Common,False,-8.072139303482572,-1.0049726951181448
Delta,True,-11.936181187562077,0.5297178302374528
Delta,True,-14.65289498313538,0.783210117825428
Delta,True,-15.966601063436025,-1.2122558066517075
Common,True,-16.38702754507937,7.945058606747479
Common,True,-10.318513576778866,1.2990117150444513
Delta,True,-0.7928353578730785,-2.311261583876034
Delta,True,-3.633832120754199,0.2891701705575622
Delta,False,-0.2051622725611546,-1.4797160801180875
Delta,True,-5.178357395435606,2.065504186442668
Delta,True,-13.154835608492355,0.37192560629195626
Delta,True,-14.712500062618483,1.2607906258768287
Delta,True,-3.1691014361231784,-1.7123372061542907
Delta,True,4.014436309211522,-1.5018646412724768
Delta,True,1.0195646374969947,2.323455088471449
Delta,True,0.40529536008979683,-1.3711928164057752
Common,True,-0.7298163282868142,0.6349527819922818
Common,True,-3.231831224587056,1.5603688833706775
Common,True,-8.561798703892354,-0.7839879298325858
Common,True,-11.192013993203942,-1.1422211314200736
Delta,True,4.107256472422183,2.9882447470714
Common,False,-3.7306510238838353,8.142759591398763
Delta,True,-1.1502935183501206,3.754887752981828
Delta,True,-10.447761194029848,-0.4975124378109319
Delta,False,-12.79926279155662,-1.5169030976292963
Common,True,-15.423876499279066,1.4336107465757975
Delta,True,15.5150493380793,9.836949922572447
Delta,False,22.54566396755491,-0.21267707265198998
Delta,False,18.06743814111471,1.2633911572910161
Delta,False,17.087895971726972,-0.07113782894767606
Common,False,13.985853735433595,-0.5151707673172412
Common,False,12.656013892980301,0.8248253830900554
Common,False,7.471009069453993,-0.6640437977476599
Common,False,6.579133475516619,0.9062570962614425
Common,False,3.5708514822560655,-0.0962927298988836
