ticker,i,date,swing_pnl,day1_pnl,early_version
FSL,803,2024-11-29,-3.639418850620557,,False
FSL,805,2024-12-03,-4.493596275649847,,False
FSL,826,2025-01-02,-7.046262864691877,,True
FSL,827,2025-01-03,-9.074892384317756,,True
FSL,1156,2026-05-08,6.991066613323249,,False
GAIL,91,2022-01-10,5.152802357444797,1.4569952350207194,False
GAIL,94,2022-01-13,2.231893966447074,-0.22112085649228508,False
GAIL,127,2022-03-03,-7.793075198783395,2.2021704795379016,False
GAIL,129,2022-03-07,-5.068409492572179,0.5286055662441891,False
GAIL,373,2023-02-27,0.7468698737416624,-0.3060650728958003,False
GAIL,378,2023-03-06,-3.3911105994368196,2.396085723814978,True
GAIL,460,2023-07-07,3.968487840432955,-0.8547938229855667,False
GAIL,881,2025-03-24,4.922858533343111,2.6840074204058206,False
GAIL,896,2025-04-17,-0.04510418360665902,1.3919453865775866,False
GAIL,897,2025-04-21,-3.0654861336917194,3.409820944007036,False
GAIL,1141,2026-04-16,1.8269556269332465,1.3392577429949482,True
GALLANTT,1136,2026-04-08,19.13310329913194,,False
GESHIP,684,2024-06-07,8.262257958949682,,False
GESHIP,685,2024-06-10,0.9315541192522092,,False
GESHIP,1241,2026-09-08,-0.3256088905874033,,False
GESHIP,1243,2026-09-10,-1.2637928895248063,,False
GICRE,720,2024-07-31,-6.838023233080781,,False
GICRE,721,2024-08-01,-7.813208074065026,,False
GICRE,734,2024-08-21,-6.870607220205094,,False
GILLETTE,799,2024-11-25,-5.071749529848669,,False
GLAND,405,2023-04-19,5.230149906383863,,False
GLAND,461,2023-07-10,4.176332246206238,,False
GLAXO,860,2025-02-18,8.400424206793167,,False
GLENMARK,562,2023-12-06,2.858523813968672,0.44540087417497265,False
GLENMARK,563,2023-12-07,0.7234873001256137,0.23144351502562,False
GLENMARK,676,2024-05-28,8.382053767263065,2.661432824483634,False
GLENMARK,677,2024-05-29,3.5960937733778175,-0.7639267620827672,True
GLENMARK,826,2025-01-02,-7.287073885626027,0.692886376341062,False
GLENMARK,829,2025-01-07,-15.336581050322007,0.21889675248127904,False
GLENMARK,914,2025-05-15,8.707810424015161,-1.1560133804648376,False
GLENMARK,926,2025-06-02,7.19295069274184,2.8099949728346285,False
GLENMARK,927,2025-06-03,4.952776803379133,0.26407066166671544,False
GLENMARK,929,2025-06-05,12.786851084889705,3.149175588028452,False
GLENMARK,930,2025-06-06,7.120888240263001,-0.45369558800052445,True
GLENMARK,931,2025-06-09,9.196840129544803,-0.005633273171667952,True
GLENMARK,932,2025-06-10,8.329173071160145,-0.4789864845944014,True
GLENMARK,1049,2025-11-27,0.800410744734581,0.4089740934295927,False
GLENMARK,1200,2026-07-13,-3.6975227381004228,-0.2859103149210118,False
GMDCLTD,646,2024-04-10,7.9163907110980425,,False
GMDCLTD,705,2024-07-09,-8.595490910083825,,False
GMDCLTD,960,2025-07-18,-4.996782088367513,,False
GMDCLTD,962,2025-07-22,-7.256766424905647,,False
GMDCLTD,963,2025-07-23,-11.649022453338286,,False
GMDCLTD,979,2025-08-14,6.947143889317653,,False
GMDCLTD,991,2025-09-03,12.075164534646499,,False
GMDCLTD,992,2025-09-04,34.26790297185691,,False
GMDCLTD,993,2025-09-05,31.427080264794462,,True
GMDCLTD,994,2025-09-08,21.219151700538585,,True
GMDCLTD,1069,2025-12-26,10.480040218249464,,False
GMDCLTD,1070,2025-12-29,0.7961032461618833,,False
GMDCLTD,1074,2026-01-02,-15.070985263229042,,False
GMDCLTD,1075,2026-01-05,-11.493491842390357,,False
GMRAIRPORT,80,2021-12-27,11.689525311323944,3.7652804074859603,False
GMRAIRPORT,654,2024-04-26,-0.9605768836870143,6.21702801604993,False
GMRAIRPORT,670,2024-05-22,4.440285986847936,0.9378956090728252,False
GMRAIRPORT,684,2024-06-11,9.262886480555776,3.020254038253345,False
